SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
0.21127247579529737,,,,0.008109581090249764,0.008729448306974655,0.008302556265650757,0.008559666400952057,0.0003055769798253556,0.008472574512398719
0.2116182572614108,,,,0.008024786534987009,0.008335724263628318,0.008468496147834122,0.007999667161315508,0.0002279245409001312,0.008056478086893989
0.21196403872752423,,,,0.0074631648258600665,0.007949140397905508,0.007916031642089219,0.007640587404269158,0.0001605110633477189,0.007789670977365123
0.21230982019363764,,,,0.007123697282758956,0.007616005268136775,0.007570064087808246,0.0073561200505945475,8.312977991714394e-05,0.007578302237293591
0.21265560165975106,,,,0.00736497356098804,0.00762518048729118,0.007283437734545073,0.007771384680810483,6.475647844196674e-05,0.007886857386162247
0.21300138312586447,,,,0.007262772072764045,0.007473296519769759,0.007699002825932168,0.007214843567016305,0.00012098016433613736,0.007473329764410832
0.2133471645919779,,,,0.006838180367001436,0.007441977399440398,0.007142201524660224,0.007167233498127917,0.00020675330440471457,0.007437953951438276
0.2136929460580913,,,,0.00666022777392329,0.0070824867286218614,0.007099257364508305,0.006885726330125754,0.0001328493060480398,0.007228785620785641
0.21403872752420472,,,,0.00646416020236065,0.007167813020041255,0.006827316809431725,0.006967413477416845,8.00827715263702e-05,0.00728948107698814
0.21438450899031813,,,,0.006530577313987803,0.0072595262509939085,0.006904834249480407,0.006988398098867956,0.00010133032124483189,0.007305073118365837
0.21473029045643155,,,,0.00650445409648035,0.0071056072419416125,0.006942830014736005,0.006820227854226907,5.994484854469566e-05,0.007180117741855195
0.21507607192254496,,,,0.006336384842293771,0.007026695162468866,0.006752201286905639,0.00674843087196698,6.398035672674247e-05,0.007126770259197038
0.21542185338865838,,,,0.006385669693792039,0.007017686175168989,0.006676235703034128,0.006862678813684593,0.00023083613391213986,0.007211660262388599
0.2157676348547718,,,,0.006413720504198404,0.006992015041832158,0.006798089772909665,0.006910851717201186,0.00022047896822788773,0.007247454252727232
0.2161134163208852,,,,0.006529423688092004,0.007183877770351139,0.0068542086483621995,0.0069878751992908635,0.00022873313632728953,0.007304684810824996
0.21645919778699863,,,,0.00650598738126884,0.007253571774019731,0.006921908374092402,0.006979325354416561,0.000128963501678009,0.007298332497664185
0.21680497925311204,,,,0.006578316673016075,0.007157913133896505,0.006910830394407097,0.007057394635660289,0.00014493991847533254,0.007356339670874833
0.21715076071922546,,,,0.006829608133096305,0.007302797181921514,0.006992313963698437,0.00734381880684531,6.882283665035093e-05,0.007569162075077615
0.21749654218533887,,,,0.006835689999988269,0.006807277556043684,0.007272121292883496,0.00660613666856768,0.00016034739583957116,0.0070210410844390204
0.21784232365145229,,,,0.006243921421552215,0.006794476404563918,0.006544126532624581,0.0066399179779973215,0.0002530861471180063,0.0070461416823983155
0.2181881051175657,,,,0.006137275116516906,0.006699639832908406,0.006574082546172522,0.00645833454802446,0.00018487121835506114,0.006911219745558358
0.21853388658367912,,,,0.006266676539751099,0.006732479065625496,0.0063996259883288276,0.006770782020952365,0.00017859924563211495,0.007143377874195892
0.21887966804979253,,,,0.006541404306654365,0.007042423553010638,0.0066966136997941746,0.006993328829724512,0.00019325300814236385,0.0073087371485347965
0.21922544951590597,,,,0.006550934843552485,0.007273652062563887,0.006932614451939007,0.006979070768464998,0.00021561213302032873,0.00729814332218757
0.2195712309820194,,,,0.006547250565294726,0.007216689081311501,0.006913019796593374,0.007004048895039025,3.495762615990651e-05,0.007316702431509439
0.2199170124481328,,,,0.006596589130591207,0.007265397612040821,0.00693436523235544,0.007028611447486251,0.0001423819641862859,0.007334952886084954
0.22026279391424622,,,,0.006537419719433324,0.007243462799370423,0.006962584056584016,0.006977047808526058,8.512886162380527e-05,0.0072966398750246644
0.22060857538035963,,,,0.006472562749493766,0.007121712251528729,0.006908867098654211,0.006833064477256683,0.00017975368609137113,0.007189656168199622
0.22095435684647305,,,,0.0063415230554107445,0.006927214488379425,0.006780804368515664,0.006662697804798146,0.00015440145918444305,0.007063067908699929
0.22130013831258646,,,,0.006171604947870443,0.006586535289528288,0.006604264048376695,0.0063227269697653755,0.0007246313975816012,0.0068104589160367796
0.22164591977869988,,,,0.005831337191251206,0.006397475126180557,0.006264439052204748,0.006272691470500022,0.0001200452461695555,0.006773280957804977
0.2219917012448133,,,,0.005982496975495038,0.006519099701444953,0.006212831185433004,0.006383227948393812,5.840656881037878e-05,0.006855412981797811
0.2223374827109267,,,,0.005884882523571044,0.006375484469996423,0.006318632934087097,0.006126805608430641,0.00018686315584509698,0.0066648834132615326
0.22268326417704012,,,,0.005677043695182497,0.006355585997543158,0.0060633031707670315,0.006097057739175296,0.0001482853602787804,0.006642779753040442
0.22302904564315354,,,,0.005621374836676585,0.006150796144967255,0.006043774617575385,0.0059000643713090955,0.0003160231234803071,0.006496407721945888
0.22337482710926695,,,,0.00543193908805457,0.0056539245865855434,0.005837809572229414,0.005422596530906009,0.0002915876294612778,0.006141634018661567
0.22372060857538037,,,,0.0049429231746594806,0.005293109905019853,0.005364998779885522,0.005081486922928054,0.00020217386154777208,0.00588817871470986
0.22406639004149378,,,,0.0047219629198781065,0.005243565020272718,0.005033120251073107,0.005152292392744068,7.896015530480941e-05,0.0059407894086991805
0.2244121715076072,,,,0.004698486938090367,0.005238181965298202,0.005102557783899831,0.005061895660373823,2.06539949580299e-05,0.005873622160097337
0.22475795297372061,,,,0.004592994258950856,0.004917597340541185,0.0050110971137877665,0.00471534552565086,0.00011389537460348142,0.005616124475054642
0.22510373443983403,,,,0.0042562789376298015,0.004103891763618851,0.004667716192394561,0.003936699384588885,0.0003851154919397108,0.005037566146885896
0.22544951590594745,,,,0.004531675685475839,0.004036650978489971,0.003897029325057062,0.0049971203832933605,0.0003093393840900369,0.005825491937802704
0.22579529737206086,,,,0.004877763454220284,0.0052071277769869945,0.004945201915085235,0.005126148661862252,0.00015112421217605674,0.005921364074882331
0.22614107883817428,,,,0.004686964717965884,0.005224600303314356,0.005077337649911889,0.0050415818229864,5.910929993663204e-05,0.005858527948880202
0.2264868603042877,,,,0.004681040330164425,0.005228936617080239,0.004993559038543139,0.00514456059243486,0.00010210416980022077,0.005935044448381062
0.22683264177040113,,,,0.004903284833032867,0.005348594981191062,0.0050809992150241505,0.005346243208894693,9.682361950262172e-05,0.006084901290755569
