timestamp,open,high,low,close,volume,quote_volume,ema_10,ema_20,sma_10,sma_20,bb_bbm,bb_bbh,bb_bbl,bb_width,atr_14,rsi_14,macd,macd_signal,macd_diff,obv,return_1,return_3,return_5,volatility_5,volatility_10,hour,dayofweek,label
2025-03-19 00:00:00,0.01731,0.01733,0.01729,0.01729,517847.0,8966.28587,0.01729,0.01729,0.01729,0.01729,0.01729,0.01729,0.01729,0.0,0.0,100.0,0.0,0.0,0.0,517847.0,0.0,0.0,0.0,0.0,0.0,0,2,0
2025-03-19 00:01:00,0.01728,0.01728,0.01724,0.01724,727320.0,12551.03265,0.01728090909090909,0.017285238095238093,0.017265,0.017265,0.017265,0.017315,0.017214999999999998,0.5792064871126723,0.0,0.0,-3.988603988605566e-06,-7.977207977211132e-07,-3.1908831908844528e-06,-209473.0,-0.0028918449971082616,0.0,0.0,0.0,0.0,0,2,0
2025-03-19 00:02:00,0.01724,0.01727,0.01724,0.01726,925599.0,15968.20604,0.017277107438016526,0.01728283446712018,0.017263333333333335,0.017263333333333335,0.017263333333333335,0.017304429426686464,0.017222237239980207,0.47610843815170717,0.0,30.10752688172262,-5.472682851601074e-06,-1.7327132084971054e-06,-3.7399696431039685e-06,716126.0,0.0011600928074246841,0.0,0.0,0.0,0.0,0,2,0
2025-03-19 00:03:00,0.01726,0.01726,0.01721,0.01722,288471.0,4968.26503,0.017266724267468066,0.017276850232156353,0.0172525,0.0172525,0.0172525,0.017304220402163943,0.017200779597836058,0.5995699424888296,0.0,18.26392373306716,-9.763939136264721e-06,-3.3389583940506286e-06,-6.424980742214093e-06,427655.0,-0.002317497103128674,-0.004048582995951455,0.0,0.0,0.0,0,2,0
2025-03-19 00:04:00,0.01722,0.01724,0.01721,0.01723,395536.0,6811.76135,0.017260047127928415,0.017272388305284322,0.017248,0.017248,0.017248,0.01729763869458396,0.01719836130541604,0.5755878314466715,0.0,26.091508742540654,-1.2217043756600904e-05,-5.114575466560684e-06,-7.10246829004022e-06,823191.0,0.0005807200929150991,-0.000580046403712231,0.0,2.7748873851022507e-05,0.0,0,2,0
2025-03-19 00:05:00,0.01722,0.01723,0.01722,0.01723,376346.0,6482.1933,0.01725458401375961,0.017268351323828673,0.017245,0.017245,0.017245,0.017292258156262525,0.017197741843737475,0.548079515946943,0.0,26.091508742540654,-1.3999766251091006e-05,-6.891613623466749e-06,-7.108152627624257e-06,1199537.0,0.0,-0.0017381228273466443,-0.003470213996529803,1.516575088809858e-05,0.0,0,2,0
2025-03-19 00:06:00,0.01723,0.01726,0.01723,0.01726,192077.0,3312.95667,0.01725556873853059,0.017267555959654516,0.017247142857142857,0.017247142857142857,0.017247142857142857,0.017292137187851494,0.01720214852643422,0.5217598193662885,0.0,44.56307625248525,-1.2843782265278825e-05,-8.082047351829165e-06,-4.76173491344966e-06,1391614.0,0.0017411491584446992,0.0023228803716610624,0.0011600928074246841,1.8708286933866987e-05,0.0,0,2,0
2025-03-19 00:07:00,0.01725,0.01726,0.01723,0.01724,245869.0,4241.41618,0.017252738058797755,0.017264931582544562,0.017246249999999998,0.017246249999999998,0.017246249999999998,0.01728860268586524,0.017203897314134756,0.491152405482259,0.0,37.783467245578436,-1.3387170512687424e-05,-9.143071984000817e-06,-4.244098528686607e-06,1145745.0,-0.0011587485515645035,0.0005803830528148257,-0.0011587485515645035,1.516575088809858e-05,0.0,0,2,0
2025-03-19 00:08:00,0.01723,0.01724,0.01721,0.01723,499202.0,8596.76852,0.01724860386628907,0.017261604765159366,0.017244444444444444,0.017244444444444444,0.017244444444444444,0.017285660526646648,0.01720322836224224,0.4780215719327731,0.0,34.922642396618926,-1.4458062495555785e-05,-1.0206070086311812e-05,-4.251992409243973e-06,646543.0,-0.000580046403712231,0.0,0.0005807200929150991,1.3038404810400493e-05,0.0,0,2,0
2025-03-19 00:09:00,0.01723,0.01725,0.01723,0.01724,88611.0,1527.96092,0.017247039526963784,0.017259547168477524,0.017244,0.017244,0.017244,0.017283191835884528,0.01720480816411547,0.45455620371757344,0.0,39.829022709998014,-1.4334595388167115e-05,-1.1031775146682874e-05,-3.302820241484241e-06,735154.0,0.0005803830528148257,-0.0011587485515645035,0.0005803830528148257,1.22474487139107e-05,2.0655911179772335e-05,0,2,0
2025-03-19 00:10:00,0.01724,0.01725,0.01721,0.01721,1032431.0,17782.37919,0.01724030506751582,0.017254828390527284,0.017235999999999998,0.017240909090909088,0.017240909090909088,0.017283081503653607,0.01719873667816457,0.4892133300181501,0.0,32.02777590445497,-1.6467667080233978e-05,-1.2118953533393095e-05,-4.348713546840883e-06,-297277.0,-0.0017401392111368041,-0.0017401392111368041,-0.0011607661056296514,1.8165902124580797e-05,1.5776212754928956e-05,0,2,0
2025-03-19 00:11:00,0.01721,0.01723,0.01721,0.01722,236464.0,4071.16218,0.0172366132370584,0.017251511400953257,0.017234,0.017239166666666667,0.017239166666666667,0.01728116534389451,0.017197167989438822,0.48724718589852184,0.0,36.49305892634358,-1.7153490575953778e-05,-1.3125860941905231e-05,-4.027629634048547e-06,-60813.0,0.0005810575246949501,-0.0005803830528148257,-0.002317497103128674,1.3038404810396751e-05,1.646545204696733e-05,0,2,0
2025-03-19 00:12:00,0.01721,0.01721,0.0172,0.01721,83018.0,1428.72503,0.01723177446668414,0.017247557934195804,0.017229,0.017236923076923077,0.017236923076923077,0.017280164520992475,0.017193681632853678,0.5017304292236554,0.0,34.08189919822293,-1.8293056100224248e-05,-1.4159299973569035e-05,-4.133756126655213e-06,-143831.0,-0.0005807200929152101,-0.0017401392111368041,-0.0017401392111368041,1.3038404810395853e-05,1.5238839267542997e-05,0,2,0
2025-03-19 00:13:00,0.0172,0.01721,0.01719,0.01721,287057.0,4937.60474,0.01722781547274157,0.017243980988081917,0.017228,0.017235,0.017235,0.017278915503282682,0.01719108449671732,0.5096083931845828,3.000000000000076e-05,34.08189919822293,-1.897741021638852e-05,-1.5122922022132933e-05,-3.854488194255586e-06,143226.0,0.0,0.0,-0.0011607661056296514,1.3038404810395853e-05,1.6193277068648114e-05,0,2,0
2025-03-19 00:14:00,0.01722,0.01722,0.01721,0.01722,87607.0,1508.5804,0.017226394477697648,0.017241697084455068,0.017227,0.017234000000000003,0.017234000000000003,0.017277081318457076,0.01719091868154293,0.4999572758161028,2.8571428571429245e-05,38.77353473400517,-1.8499597512912358e-05,-1.579825712028882e-05,-2.701340392623539e-06,230833.0,0.0005810575246949501,0.0,-0.001160092807424573,5.477225575031924e-06,1.6363916944838085e-05,0,2,0
2025-03-19 00:15:00,0.01722,0.01722,0.01719,0.01719,684747.0,11779.27641,0.017219777299934437,0.017236773552602204,0.017223,0.01723125,0.01723125,0.017278087484987985,0.017184412515012015,0.543634210959562,2.8673469387755638e-05,31.524587594542297,-2.030758359978721e-05,-1.6700122416188497e-05,-3.6074611835987135e-06,-453914.0,-0.0017421602787455193,-0.0011621150493897892,-0.0011621150493897892,1.2247448713906912e-05,2.0027758514393853e-05,0,2,1
2025-03-19 00:16:00,0.01719,0.01722,0.01719,0.01721,53233.0,916.2037,0.017217999609037266,0.017234223690449614,0.017218,0.01723,0.01723,0.01727652639984302,0.017183473600156977,0.5400626795475496,2.8768221574344433e-05,39.62800960586632,-1.989722986614484e-05,-1.7339543906179767e-05,-2.5576859599650717e-06,-400681.0,0.0011634671320535084,0.0,-0.0005807200929152101,1.0954451150093434e-05,1.5491933384821335e-05,0,2,0
2025-03-19 00:17:00,0.01721,0.01724,0.01721,0.01724,148718.0,2562.39872,0.0172219996801214,0.0172347738151687,0.017218,0.017230555555555555,0.017230555555555555,0.017276002580747147,0.017185108530363962,0.527516655456175,2.885620574760546e-05,49.31687883686269,-1.695581620170944e-05,-1.7262798365285704e-05,3.0698216357626486e-07,-251963.0,0.0017431725740848503,0.0011614401858304202,0.0017431725740848503,1.8165902124578242e-05,1.5491933384821335e-05,0,2,0
2025-03-19 00:18:00,0.01724,0.01724,0.0172,0.0172,366848.0,6316.48186,0.017217999738281142,0.01723146202324787,0.017214999999999998,0.017228947368421052,0.017228947368421052,0.017275239228267986,0.01718265550857412,0.5373730484751726,2.9652191051347807e-05,40.08063113263048,-1.7648944342658207e-05,-1.7340027560760206e-05,-3.0891678189800094e-07,-618811.0,-0.002320185614849146,0.0005817335660267542,-0.0005810575246949501,1.9235384061665196e-05,1.58113883008334e-05,0,2,0
2025-03-19 00:19:00,0.01721,0.01722,0.0172,0.01722,149684.0,2575.72286,0.017218363422230026,0.01723037040198617,0.017213,0.0172285,0.0172285,0.017273787967496894,0.017183212032503108,0.5257331456237411,2.8962748833394332e-05,45.569662393780035,-1.6395424289637056e-05,-1.7151106906535578e-05,7.556826168985214e-07,-469127.0,0.0011627906976743319,0.0005810575246949501,0.0,1.9235384061665196e-05,1.3374935098482478e-05,0,2,0
2025-03-19 00:20:00,0.01722,0.01724,0.01722,0.01723,139548.0,2404.87291,0.017220479163642746,0.017230335125606535,0.017215,0.0172255,0.0172255,0.017260982389998417,0.017190017610001586,0.41197515309762134,2.8322552488151824e-05,48.128327310912596,-1.4428758444227918e-05,-1.6606637214074048e-05,2.1778787698461295e-06,-329579.0,0.0005807200929150991,-0.000580046403712231,0.0023269342641070168,1.581138830083283e-05,1.4337208778395661e-05,0,2,0
2025-03-19 00:21:00,0.01723,0.01723,0.01722,0.01722,138265.0,2381.14737,0.017220392042980426,0.017229350827929722,0.017215,0.017224499999999997,0.017224499999999997,0.01725941418050018,0.017189585819499812,0.4054013817548808,2.7013798738998093e-05,45.809275289498935,-1.352121388221994e-05,-1.598955254770323e-05,2.4683386654832887e-06,-467844.0,-0.0005803830528148257,0.0011627906976743319,0.0005810575246949501,1.4832396974181249e-05,1.4337208778395661e-05,0,2,0
2025-03-19 00:22:00,0.01722,0.01725,0.01722,0.01724,78322.0,1349.72485,0.01722395712607489,0.017230365034793558,0.017217999999999997,0.0172235,0.0172235,0.017255296226191163,0.017191703773808836,0.3692191040283755,2.7227098829069818e-05,50.90452919891317,-1.1060645192535051e-05,-1.5003771076669595e-05,3.9431258841345434e-06,-389522.0,0.0011614401858304202,0.0011614401858304202,0.0,1.4832396974181249e-05,1.6193277068647995e-05,0,2,0
2025-03-19 00:23:00,0.01723,0.01723,0.01722,0.01722,59422.0,1023.33375,0.01722323764860673,0.017229377888622742,0.017219,0.017223499999999996,0.017223499999999996,0.01725529622619116,0.017191703773808832,0.36921910402837554,2.67108774841362e-05,46.22401839000984,-1.060224356736611e-05,-1.41234655748089e-05,3.52122200744279e-06,-448944.0,-0.001160092807424573,-0.0005803830528148257,0.0011627906976743319,8.944271909982018e-06,1.5951314818667385e-05,0,2,0
