timestamp,open,high,low,close,volume,quote_volume,ema_10,ema_20,sma_10,sma_20,bb_bbm,bb_bbh,bb_bbl,bb_width,atr_14,rsi_14,macd,macd_signal,macd_diff,obv,return_1,return_3,return_5,volatility_5,volatility_10,future_max_8,future_min_8,future_max_16,future_min_16,hour,dayofweek,label
2025-03-19 00:00:00,82715.03,82791.9,82603.2,82741.09,136.11858,11255669.6713551,82741.09,82741.09,82741.09,82741.09,82741.09,82741.09,82741.09,0.0,0.0,100.0,0.0,0.0,0.0,136.11858,0.0,0.0,0.0,0.0,0.0,83118.0,82598.7,83118.0,82598.7,0,2,1
2025-03-19 00:15:00,82741.1,83014.0,82726.38,82930.55,187.10317,15512547.158073802,82775.53727272726,82759.13380952382,82835.82,82835.82,82835.82,83025.28,82646.36000000002,0.4574349599001781,0.0,100.0,15.11361823361949,3.0227236467238985,12.090894586895592,323.22175000000004,0.0022897933783565527,0.0,0.0,0.0,0.0,83118.0,82598.7,83118.0,82598.7,0,2,0
2025-03-19 00:30:00,82930.54,83203.14,82930.54,82984.24,199.60737,16583984.0873454,82813.48322314049,82780.57249433108,82885.29333333333,82885.29333333333,82885.29333333333,83093.88611066648,82676.70055600019,0.50332880284146,0.0,100.0,31.065500117692864,8.631278940917692,22.43422117677517,522.8291200000001,0.0006474091875672272,0.0,0.0,0.0,0.0,83118.0,82598.7,83118.0,82598.7,0,2,0
2025-03-19 00:45:00,82984.24,83280.0,82984.23,83118.0,425.78695,35412827.2267437,82868.8499098422,82812.70844725193,82943.47,82943.47,82943.47,83214.11276195753,82672.82723804248,0.6525957063468073,0.0,100.0,53.87970387167297,17.68096392706875,36.19873994460423,948.61607,0.0016118723266007606,0.004555294110822228,0.0,0.0,0.0,82899.92,82598.7,83037.17,82598.7,0,2,0
2025-03-19 01:00:00,83118.0,83166.3,82864.2,82869.51,125.90867,10451293.2170135,82868.96992623452,82818.11811894222,82928.678,82928.678,82928.678,83177.87442032743,82679.48157967257,0.6009897331956157,0.0,56.45735575923405,51.31750221029506,24.40827158371401,26.90923062658105,822.7074,-0.002989605139681051,-0.0007360375639617889,0.0,139.30503390043054,0.0,82934.26,82598.7,83037.17,82598.7,1,2,0
2025-03-19 01:15:00,82869.51,82971.7,82794.69,82841.42,138.96006,11514492.2582116,82863.96084873733,82820.33734570963,82914.135,82914.135,82914.135,83150.73386636809,82677.5361336319,0.5707081581882051,0.0,53.61530962141056,46.484466695430456,28.823510606057305,17.66095608937315,683.74734,-0.0003389666476849573,-0.0017210496836508327,0.001212577692655481,109.58449812815508,0.0,82934.26,82598.7,83037.17,82598.7,1,2,0
2025-03-19 01:30:00,82841.41,82965.22,82815.21,82899.92,103.4681,8576066.7789881,82870.49887623962,82827.91664611825,82912.10428571429,82912.10428571429,82912.10428571429,83131.3780675767,82692.83050385187,0.5289306881099054,0.0,58.320935184111875,46.83482956333319,32.425774397512484,14.409055165820703,787.2154400000001,0.0007061684843161498,-0.0026237397434971665,-0.00036934519305620306,111.69173075926196,0.0,82934.26,82598.7,83153.54,82598.7,1,2,0
2025-03-19 01:45:00,82899.93,83082.97,82582.0,82598.7,381.06422,31566632.986894,82821.08089874151,82806.08648934509,82872.92874999999,82872.92874999999,82872.92874999999,83164.55025168283,82581.30724831716,0.703779885860099,0.0,37.32438369699299,22.546654265388497,30.449950371087688,-7.903296105699191,406.1512200000001,-0.0036335378851993783,-0.003267908788165852,-0.004645942410269832,184.87776529371075,0.0,83037.17,82710.31,83241.99,82710.31,1,2,0
2025-03-19 02:00:00,82598.7,82840.77,82547.16,82750.0,171.88963,14208556.5022669,82808.15709897032,82800.74491893128,82859.26999999999,82859.26999999999,82859.26999999999,83144.86382579693,82573.67617420305,0.6893467099020767,0.0,47.540531850381846,15.330030835175421,27.425966463905237,-12.095935628729816,578.0408500000001,0.0018317479572922402,-0.00110355423651598,-0.004427440506268199,121.68166706613368,0.0,83037.17,82710.31,83284.21,82710.31,2,2,0
2025-03-19 02:15:00,82750.0,82849.98,82641.5,82710.31,82.52826999999999,6829117.1157224,82790.36671733935,82792.13206950926,82844.374,82844.374,82844.374,83129.67299995618,82559.07500004381,0.6887589010116324,0.0,45.44773226176442,6.335126086894888,23.20779838850317,-16.872672301608283,495.51258000000007,-0.0004796374622356714,-0.0022872157174578245,-0.0019210925707174864,117.04014738538419,150.36577567163522,83037.17,82792.66,83284.21,82792.66,2,2,0
