SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
0.0,,,,0.002861878856145939,0.0017716801055372407,0.0033699274513501326,0.0022953442243287226,0.0009454942613345892,0.002295344061599882
0.0008340283569641367,,,,0.0013747250614616,0.0008292895154251153,0.002248631653584139,0.00115353664898911,0.0005607006898081074,0.0011535367655686269
0.0016680567139282735,,,,0.0,0.0,0.001071695315314744,0.0,0.00043123206119763966,0.0
0.0025020850708924102,,,,0.0018611397217344668,0.00024306742820982916,0.0,0.002330949326796777,0.00034315179739598006,0.0023309492533935246
0.003336113427856547,,,,0.0014292945418625247,0.001972586612919322,0.0022956764272765388,0.0030406718469953705,0.00034076000746984295,0.0030406714710862074
0.004170141784820684,,,,0.0037280661294898532,0.0034059996487611965,0.002957964162474982,0.0038004079534795484,0.0005036863290287692,0.0038004076705626015
0.0050041701417848205,,,,0.0027601714675754563,0.004152311227490134,0.0036954665881934086,0.0037782584584977403,0.0003821593186856357,0.003778258621486958
0.005838198498748957,,,,0.007168879001022022,0.0039724856357742895,0.0036164776186699207,0.006708184605027892,0.004222525593520598,0.006708184847194944
0.006672226855713094,,,,0.010068138868355402,0.005384635655006932,0.006640130333395772,0.010557177717518004,0.004650940596880748,0.010557177528633152
0.007506255212677231,,,,0.0178750021163473,0.010619201922888712,0.010534985477870667,0.019066938275666485,0.012611315532582996,0.019066937448222826
0.00834028356964137,,,,0.01670227432217317,0.01562628222974833,0.018611032079535825,0.01819068065408334,0.0052577382484620926,0.01819068057928128
0.009174311926605505,,,,0.01604313139502863,0.014082394014817486,0.01780488035667522,0.013434589199198432,0.0036684513111806235,0.013434589073468239
0.010008340283569641,,,,0.011901654475884524,0.010358169326147346,0.013715280724052939,0.012765831489025877,0.0042763326570534445,0.012765830688474599
0.010842368640533777,,,,0.013685138832233632,0.012867423807168453,0.012317407561070665,0.015851575096268423,0.003944076365849596,0.01585157428362065
0.011676396997497916,,,,0.014774878482450099,0.015382419930922306,0.015444675961450424,0.016397977807284116,0.00322499594462362,0.01639797703460771
0.012510425354462052,,,,0.01858360827641214,0.01698936606039471,0.015984182358958134,0.020519783672085515,0.006441263771638061,0.02051978407858517
0.013344453711426188,,,,0.018079948514152875,0.018176902760981002,0.019813232979298077,0.019798867960271038,0.0038366045420747006,0.019798868255445655
0.014178482068390324,,,,0.017923729968484924,0.014162560312953765,0.019246371064536798,0.015838236602074292,0.003724283460005624,0.01583823722181166
0.015012510425354463,,,,0.0160031976827335,0.014106591588123139,0.015878883350061435,0.014852962475528406,0.0034934948883456112,0.014852961780672524
0.0158465387823186,,,,0.015634486210952227,0.014295277301220582,0.014478744408030514,0.016453409657773737,0.003689003190294227,0.016453409197751324
