timestamp,open,high,low,close,volume,quote_volume
2025-03-19 00:00:00,0.01731,0.01733,0.01718,0.01725,20060235.0,345938.858
2025-03-19 01:00:00,0.01724,0.01732,0.01717,0.01717,9508374.0,163988.3886
2025-03-19 02:00:00,0.01717,0.01725,0.01709,0.01725,16033606.0,275316.48961
2025-03-19 03:00:00,0.01725,0.01738,0.01715,0.01738,12645178.0,218500.32265
2025-03-19 04:00:00,0.01738,0.01742,0.01729,0.01735,10516064.0,182466.63760000002
2025-03-19 05:00:00,0.01735,0.01737,0.01722,0.0173,10234297.0,176973.33367
2025-03-19 06:00:00,0.0173,0.01735,0.01724,0.01724,6820997.0,117867.37941
2025-03-19 07:00:00,0.01724,0.01724,0.01701,0.01704,40140624.0,688023.14816
2025-03-19 08:00:00,0.01704,0.01715,0.01704,0.01706,14311046.0,244461.67051
2025-03-19 09:00:00,0.01707,0.01718,0.01703,0.01712,14560608.0,249218.67859
2025-03-19 10:00:00,0.01712,0.01741,0.01706,0.01718,35951129.0,619026.59426
2025-03-19 11:00:00,0.01718,0.01754,0.01716,0.0175,47929090.0,834174.57906
2025-03-19 12:00:00,0.01751,0.01753,0.0173,0.0174,26642040.0,464004.56336
2025-03-19 13:00:00,0.0174,0.01776,0.01733,0.01753,101491677.0,1782653.73312
2025-03-19 14:00:00,0.01754,0.01769,0.01744,0.01756,33673716.0,591869.06714
2025-03-19 15:00:00,0.01755,0.01769,0.01745,0.0176,34283351.0,602746.96166
2025-03-19 16:00:00,0.01759,0.01763,0.0174,0.01747,25862742.0,452032.38814
2025-03-19 17:00:00,0.01748,0.01749,0.01721,0.01729,35659474.0,617534.71045
2025-03-19 18:00:00,0.01728,0.01778,0.01712,0.01774,85080619.0,1479960.46357
2025-03-19 19:00:00,0.01775,0.01782,0.01751,0.01758,56456256.0,999247.63087
2025-03-19 20:00:00,0.01759,0.0177,0.01746,0.01754,49554769.0,872767.15076
2025-03-19 21:00:00,0.01753,0.01769,0.01752,0.01761,17364386.0,305374.56201
2025-03-19 22:00:00,0.01762,0.01782,0.01757,0.01773,17453846.0,308927.9349
2025-03-19 23:00:00,0.01773,0.01783,0.01765,0.01773,22147028.0,393370.95319000003
