timestamp,open,high,low,close,volume,quote_volume
2025-03-19 00:00:00,82715.03,83014.0,82603.2,82930.55,323.22175,26768216.8294289
2025-03-19 00:30:00,82930.54,83280.0,82930.54,83118.0,625.39432,51996811.3140891
2025-03-19 01:00:00,83118.0,83166.3,82794.69,82841.42,264.86872999999997,21965785.4752251
2025-03-19 01:30:00,82841.41,83082.97,82582.0,82598.7,484.53232,40142699.7658821
2025-03-19 02:00:00,82598.7,82849.98,82547.16,82710.31,254.4179,21037673.6179893
2025-03-19 02:30:00,82710.3,82900.0,82629.67,82868.91,170.31114,14101802.6863808
2025-03-19 03:00:00,82868.91,83040.5,82740.94,82792.66,292.21281,24233477.0911283
2025-03-19 03:30:00,82792.67,83083.0,82792.66,83037.17,336.73851,27934521.8767417
2025-03-19 04:00:00,83037.17,83078.46,82819.63,82820.32,159.5542,13233680.6847391
2025-03-19 04:30:00,82820.32,83035.4,82792.91,82952.87,239.91406,19902001.5863377
2025-03-19 05:00:00,82952.88,83105.7,82910.72,83032.71,319.37935,26509234.6608932
2025-03-19 05:30:00,83032.71,83320.0,82982.9,83241.99,284.01457,23627971.5446111
2025-03-19 06:00:00,83242.0,83322.81,83162.67,83184.24,181.22197,15084840.3721018
2025-03-19 06:30:00,83184.24,83270.0,83117.81,83200.0,173.46419,14430058.9944466
2025-03-19 07:00:00,83200.0,83300.0,83039.99,83300.0,258.83715,21531114.8494438
2025-03-19 07:30:00,83299.99,83364.16,83128.0,83190.0,272.38867,22674485.2846643
2025-03-19 08:00:00,83190.0,83417.43,83178.74,83406.03,374.02454,31159397.216283
2025-03-19 08:30:00,83406.02,83500.0,83348.45,83413.01,277.97379,23190723.2109939
2025-03-19 09:00:00,83413.01,83567.16,83360.16,83537.87,372.53096,31107172.5339332
2025-03-19 09:30:00,83537.87,83596.47,83378.98,83527.37,478.62898,39970314.5544198
2025-03-19 10:00:00,83527.38,83663.05,83448.62,83538.83,248.48752000000002,20762564.388599
2025-03-19 10:30:00,83538.84,83800.0,83448.7,83467.41,611.45205,51156131.409264304
2025-03-19 11:00:00,83467.41,83888.37,83381.97,83770.86,590.38367,49404684.8325032
2025-03-19 11:30:00,83770.86,84119.09,83733.72,83881.4,603.08231,50626801.2255504
2025-03-19 12:00:00,83881.4,83927.56,83565.9,83645.15,389.86667,32639301.1207048
2025-03-19 12:30:00,83645.15,83808.44,83510.21,83748.75,541.18872,45269773.0185951
2025-03-19 13:00:00,83748.75,84343.56,83685.71,83931.99,871.31518,73173923.507821
2025-03-19 13:30:00,83931.99,84324.02,83623.43,84092.16,938.92406,78916219.0100771
2025-03-19 14:00:00,84092.17,84389.71,83950.95,83964.33,978.27891,82370984.4791718
2025-03-19 14:30:00,83964.34,84350.01,83873.05,84318.59,673.35324,56681548.5438837
2025-03-19 15:00:00,84318.59,84499.99,84111.84,84328.0,708.64199,59774310.5893821
2025-03-19 15:30:00,84328.0,84888.0,84287.19,84733.05,731.37891,61898052.3953148
2025-03-19 16:00:00,84733.05,84826.29,84451.39,84658.88,823.16486,69676312.1116815
2025-03-19 16:30:00,84658.88,84699.91,84428.72,84574.01,599.1780699999999,50652848.1189154
2025-03-19 17:00:00,84574.01,84705.56,84467.39,84467.39,272.16204,23024554.5309901
2025-03-19 17:30:00,84467.4,84493.06,83753.39,84230.97,1353.41048,113871248.7841886
2025-03-19 18:00:00,84230.97,84960.0,83578.32,84267.98,2320.48361,195703564.7465625
2025-03-19 18:30:00,84267.97,85870.01,84253.59,85612.25,2045.9903000000002,174100173.5200074
2025-03-19 19:00:00,85612.24,85950.0,84926.73,85007.04,1672.22785,142992885.8850728
2025-03-19 19:30:00,85007.05,85476.41,84989.13,85433.38,778.82083,66417456.2448275
2025-03-19 20:00:00,85433.38,85854.99,85433.38,85686.82,503.46334,43144786.4123542
2025-03-19 20:30:00,85686.81,85704.48,85200.1,85353.99,768.71588,65647102.2290503
2025-03-19 21:00:00,85354.0,85914.71,85331.89,85644.81,287.39012,24606740.4839812
2025-03-19 21:30:00,85644.8,85837.77,85493.44,85635.99,192.82079,16516232.0017203
2025-03-19 22:00:00,85636.0,85950.0,85635.99,85811.38,429.84204,36881802.096386
2025-03-19 22:30:00,85811.39,86500.0,85793.65,86158.52,861.31459,74249086.1479555
2025-03-19 23:00:00,86158.52,86808.36,86158.52,86797.55,586.51957,50725925.7261488
2025-03-19 23:30:00,86797.54,87000.0,86649.61,86845.94,625.56623,54326944.23332
