timestamp,open,high,low,close,volume,quote_volume
2025-03-19 00:00:00,82715.03,82791.9,82603.2,82741.09,136.11858,11255669.6713551
2025-03-19 00:15:00,82741.1,83014.0,82726.38,82930.55,187.10317,15512547.158073802
2025-03-19 00:30:00,82930.54,83203.14,82930.54,82984.24,199.60737,16583984.0873454
2025-03-19 00:45:00,82984.24,83280.0,82984.23,83118.0,425.78695,35412827.2267437
2025-03-19 01:00:00,83118.0,83166.3,82864.2,82869.51,125.90867,10451293.2170135
2025-03-19 01:15:00,82869.51,82971.7,82794.69,82841.42,138.96006,11514492.2582116
2025-03-19 01:30:00,82841.41,82965.22,82815.21,82899.92,103.46809999999999,8576066.7789881
2025-03-19 01:45:00,82899.93,83082.97,82582.0,82598.7,381.06422,31566632.986894
2025-03-19 02:00:00,82598.7,82840.77,82547.16,82750.0,171.88963,14208556.5022669
2025-03-19 02:15:00,82750.0,82849.98,82641.5,82710.31,82.52826999999999,6829117.1157224
2025-03-19 02:30:00,82710.3,82877.36,82629.67,82825.46,94.41464,7815796.9109591
2025-03-19 02:45:00,82825.47,82900.0,82743.19,82868.91,75.8965,6286005.7754217
2025-03-19 03:00:00,82868.91,83040.5,82855.4,82934.26,202.73298,16817102.868492
2025-03-19 03:15:00,82934.27,82973.36,82740.94,82792.66,89.47982999999999,7416374.2226363
2025-03-19 03:30:00,82792.67,82978.27,82792.66,82921.22,166.38222,13798770.8411071
2025-03-19 03:45:00,82921.22,83083.0,82847.82,83037.17,170.35629,14135751.0356346
2025-03-19 04:00:00,83037.17,83078.46,82884.14,82914.53,95.06846,7888569.782771501
2025-03-19 04:15:00,82914.52,82949.85,82819.63,82820.32,64.48574,5345110.9019676
2025-03-19 04:30:00,82820.32,83002.18,82792.91,82971.7,70.77597,5868677.9780938
2025-03-19 04:45:00,82971.7,83035.4,82924.52,82952.87,169.13809,14033323.6082439
2025-03-19 05:00:00,82952.88,83018.87,82910.72,82910.72,156.8004,13012054.496981699
2025-03-19 05:15:00,82910.72,83105.7,82910.72,83032.71,162.57895,13497180.163911501
2025-03-19 05:30:00,83032.71,83255.0,82982.9,83153.54,133.50457,11098409.5317116
2025-03-19 05:45:00,83153.54,83320.0,83142.67,83241.99,150.51,12529562.0128995
2025-03-19 06:00:00,83242.0,83304.35,83162.67,83284.21,102.70685,8548251.6350514
2025-03-19 06:15:00,83284.21,83322.81,83182.98,83184.24,78.51512,6536588.7370504
2025-03-19 06:30:00,83184.24,83270.0,83136.19,83170.72,80.61962,6707664.6100668
2025-03-19 06:45:00,83170.71,83229.29,83117.81,83200.0,92.84457,7722394.3843798
2025-03-19 07:00:00,83200.0,83200.0,83039.99,83141.3,164.15389,13649581.3365265
2025-03-19 07:15:00,83141.3,83300.0,83141.3,83300.0,94.68326,7881533.5129173
2025-03-19 07:30:00,83299.99,83364.16,83128.0,83185.51,170.13637,14167837.0714508
2025-03-19 07:45:00,83185.5,83255.17,83136.35,83190.0,102.2523,8506648.2132135
2025-03-19 08:00:00,83190.0,83397.23,83178.74,83357.34,252.1039,20997278.8489823
2025-03-19 08:15:00,83357.34,83417.43,83290.16,83406.03,121.92063999999999,10162118.3673007
2025-03-19 08:30:00,83406.02,83480.01,83348.45,83401.84,162.08118,13520409.2310758
2025-03-19 08:45:00,83401.84,83500.0,83383.32,83413.01,115.89261,9670313.9799181
2025-03-19 09:00:00,83413.01,83500.0,83360.16,83439.92,82.70561000000001,6901273.5896612
2025-03-19 09:15:00,83439.92,83567.16,83439.91,83537.87,289.82535,24205898.944272
2025-03-19 09:30:00,83537.87,83596.47,83427.62,83427.62,389.49573,32532097.0568015
2025-03-19 09:45:00,83427.62,83532.53,83378.98,83527.37,89.13325,7438217.4976183
2025-03-19 10:00:00,83527.38,83663.05,83448.62,83480.78,155.17568,12967653.909922
2025-03-19 10:15:00,83480.78,83580.0,83480.77,83538.83,93.31184,7794910.478677
2025-03-19 10:30:00,83538.84,83800.0,83448.7,83564.64,488.84041,40911786.3190182
2025-03-19 10:45:00,83564.65,83636.16,83466.07,83467.41,122.61164,10244345.0902461
2025-03-19 11:00:00,83467.41,83747.25,83381.97,83687.76,244.03280999999998,20392202.3611425
2025-03-19 11:15:00,83687.77,83888.37,83602.16,83770.86,346.35086,29012482.471360702
2025-03-19 11:30:00,83770.86,84119.09,83733.72,84002.59,401.6369,33727968.8303374
2025-03-19 11:45:00,84002.59,84025.74,83777.76,83881.4,201.44541,16898832.395213
2025-03-19 12:00:00,83881.4,83927.56,83690.16,83776.01,171.65993,14381365.385147
2025-03-19 12:15:00,83776.01,83851.38,83565.9,83645.15,218.20674,18257935.7355578
2025-03-19 12:30:00,83645.15,83808.44,83510.21,83660.0,264.78198,22148954.2229349
2025-03-19 12:45:00,83659.99,83780.01,83578.32,83748.75,276.40674,23120818.7956602
2025-03-19 13:00:00,83748.75,83969.74,83685.71,83911.9,351.51084,29477625.568177696
2025-03-19 13:15:00,83911.91,84343.56,83812.52,83931.99,519.80434,43696297.9396433
2025-03-19 13:30:00,83931.99,83964.98,83623.43,83939.54,366.71294,30739529.7550809
2025-03-19 13:45:00,83939.54,84324.02,83906.71,84092.16,572.2111199999999,48176689.2549962
2025-03-19 14:00:00,84092.17,84389.71,84020.42,84103.77,751.78178,63314404.6401868
2025-03-19 14:15:00,84103.77,84335.81,83950.95,83964.33,226.49713,19056579.838985
2025-03-19 14:30:00,83964.34,84236.65,83873.05,84198.12,304.67255,25606336.1074148
2025-03-19 14:45:00,84198.12,84350.01,84120.6,84318.59,368.68069,31075212.4364689
2025-03-19 15:00:00,84318.59,84499.99,84221.0,84221.01,548.96903,46325848.3679827
2025-03-19 15:15:00,84221.01,84339.38,84111.84,84328.0,159.67296,13448462.2213994
2025-03-19 15:30:00,84328.0,84734.71,84287.19,84704.0,388.63277,32853790.7451991
2025-03-19 15:45:00,84703.35,84888.0,84558.75,84733.05,342.74614,29044261.6501157
2025-03-19 16:00:00,84733.05,84826.29,84485.17,84506.52,348.51686,29512362.8712208
2025-03-19 16:15:00,84506.51,84793.75,84451.39,84658.88,474.64799999999997,40163949.2404607
2025-03-19 16:30:00,84658.88,84699.91,84428.72,84454.62,336.82594,28465154.1902911
2025-03-19 16:45:00,84454.61,84649.99,84454.61,84574.01,262.35213,22187693.928624302
2025-03-19 17:00:00,84574.01,84705.56,84501.18,84532.99,138.64036,11731489.4540473
2025-03-19 17:15:00,84532.99,84666.31,84467.39,84467.39,133.52168,11293065.0769428
2025-03-19 17:30:00,84467.4,84493.06,83963.57,83983.5,790.27678,66559193.0352569
2025-03-19 17:45:00,83983.5,84250.07,83753.39,84230.97,563.1337,47312055.7489317
2025-03-19 18:00:00,84230.97,84960.0,83578.32,84516.12,1749.6797,147458846.9487889
2025-03-19 18:15:00,84516.12,84841.32,84175.0,84267.98,570.80391,48244717.7977736
2025-03-19 18:30:00,84267.97,84723.25,84253.59,84587.34,433.02816,36599943.595379
2025-03-19 18:45:00,84588.47,85870.01,84434.73,85612.25,1612.96214,137500229.9246284
