timestamp,open,high,low,close,volume,quote_volume
2025-03-19 00:00:00,0.01731,0.01733,0.01719,0.01726,9124609.0,157289.35624
2025-03-19 00:30:00,0.01726,0.01733,0.01718,0.01725,10935626.0,188649.50176
2025-03-19 01:00:00,0.01724,0.01728,0.0172,0.01726,5280923.0,91040.16817
2025-03-19 01:30:00,0.01727,0.01732,0.01717,0.01717,4227451.0,72948.22043
2025-03-19 02:00:00,0.01717,0.01722,0.01709,0.01717,7193588.0,123185.96509
2025-03-19 02:30:00,0.01716,0.01725,0.01714,0.01725,8840018.0,152130.52452
2025-03-19 03:00:00,0.01725,0.01728,0.01715,0.0172,3653219.0,62919.17635
2025-03-19 03:30:00,0.0172,0.01738,0.01719,0.01738,8991959.0,155581.1463
2025-03-19 04:00:00,0.01738,0.01742,0.01729,0.01732,5435828.0,94340.84541000001
2025-03-19 04:30:00,0.01731,0.01738,0.0173,0.01735,5080236.0,88125.79219000001
2025-03-19 05:00:00,0.01735,0.01737,0.01727,0.01727,2714279.0,47017.78721
2025-03-19 05:30:00,0.01727,0.01731,0.01722,0.0173,7520018.0,129955.54646000001
2025-03-19 06:00:00,0.0173,0.01735,0.01727,0.01727,1286556.0,22271.9083
2025-03-19 06:30:00,0.01727,0.01733,0.01724,0.01724,5534441.0,95595.47111
2025-03-19 07:00:00,0.01724,0.01724,0.01713,0.01715,27620376.0,474233.16075
2025-03-19 07:30:00,0.01716,0.01717,0.01701,0.01704,12520248.0,213789.98741
2025-03-19 08:00:00,0.01704,0.01712,0.01704,0.01712,6879739.0,117417.0673
2025-03-19 08:30:00,0.01712,0.01715,0.01704,0.01706,7431307.0,127044.60321
2025-03-19 09:00:00,0.01707,0.01716,0.01703,0.01714,6892521.0,117927.2875
2025-03-19 09:30:00,0.01713,0.01718,0.01706,0.01712,7668087.0,131291.39109
2025-03-19 10:00:00,0.01712,0.01716,0.01706,0.01706,5562818.0,95083.99144
2025-03-19 10:30:00,0.01706,0.01741,0.01706,0.01718,30388311.0,523942.60282000003
2025-03-19 11:00:00,0.01718,0.01748,0.01716,0.01743,27420889.0,476034.01321999996
2025-03-19 11:30:00,0.01742,0.01754,0.0174,0.0175,20508201.0,358140.56584
2025-03-19 12:00:00,0.01751,0.01753,0.01742,0.01745,12059423.0,210699.15267
2025-03-19 12:30:00,0.01745,0.01747,0.0173,0.0174,14582617.0,253305.41069
2025-03-19 13:00:00,0.0174,0.01776,0.01733,0.01756,82143068.0,1443213.66635
2025-03-19 13:30:00,0.01756,0.01762,0.01741,0.01753,19348609.0,339440.06677
2025-03-19 14:00:00,0.01754,0.01769,0.0175,0.01751,21998094.0,387440.11866
2025-03-19 14:30:00,0.01751,0.01759,0.01744,0.01756,11675622.0,204428.94848000002
2025-03-19 15:00:00,0.01755,0.01762,0.01745,0.01753,12770417.0,223737.74669
2025-03-19 15:30:00,0.01753,0.01769,0.01752,0.0176,21512934.0,379009.21497000003
2025-03-19 16:00:00,0.01759,0.01763,0.01742,0.01751,13194566.0,230915.12363
2025-03-19 16:30:00,0.01751,0.01751,0.0174,0.01747,12668176.0,221117.26451
2025-03-19 17:00:00,0.01748,0.01749,0.01737,0.01739,9431176.0,164425.041
2025-03-19 17:30:00,0.01739,0.01739,0.01721,0.01729,26228298.0,453109.66945
2025-03-19 18:00:00,0.01728,0.01751,0.01712,0.0173,60238218.0,1043586.2332199999
2025-03-19 18:30:00,0.0173,0.01778,0.0173,0.01774,24842401.0,436374.23034999997
2025-03-19 19:00:00,0.01775,0.01782,0.01751,0.01754,43541583.0,772051.4545400001
2025-03-19 19:30:00,0.01753,0.01764,0.01752,0.01758,12914673.0,227196.17633
2025-03-19 20:00:00,0.01759,0.0177,0.01758,0.01765,38458376.0,678365.36019
2025-03-19 20:30:00,0.01764,0.01764,0.01746,0.01754,11096393.0,194401.79056999998
2025-03-19 21:00:00,0.01753,0.01764,0.01752,0.01759,7452199.0,130940.49436
2025-03-19 21:30:00,0.01758,0.01769,0.01754,0.01761,9912187.0,174434.06765
2025-03-19 22:00:00,0.01762,0.01766,0.01757,0.0176,6809054.0,119911.04239
2025-03-19 22:30:00,0.0176,0.01782,0.0176,0.01773,10644792.0,189016.89251
2025-03-19 23:00:00,0.01773,0.01777,0.01765,0.01775,6676389.0,118248.52676
2025-03-19 23:30:00,0.01775,0.01783,0.01773,0.01773,15470639.0,275122.42643
